t
0.0
0.0023383301275281434
-0.002747662540353443
-0.014690649255703086
-0.03292330127057911
-0.05687828983703986
-0.0859882862071436
-0.11968596163294877
-0.15740398736651356
-0.19857503465989634
-0.24263177476515554
-0.2890068789343494
-0.3371330184195362
-0.3864428644727743
-0.43636908834612215
-0.4863443612916378
-0.53580135456138
-0.5841727394074065
-0.6308911870817762
-0.6753893688365469
-0.7170997901765811
-0.7554198182011218
-0.7896684215855563
-0.8191539611847072
-0.843184797853397
-0.8610692924464489
-0.8721158058186855
-0.8756326988249297
-0.8709283323200042
-0.8573110671587318
-0.8340935530370348
-0.8009202688751464
-0.757998167161174
-0.7055886845497822
-0.6439532576956355
-0.5733533232533987
-0.49405031787773707
-0.406305678223314
-0.3103808409447948
-0.20653724269684423
-0.09504596268114938
0.023447065885099254
0.14780896116006964
0.2768742977057307
0.40947765008404924
0.5444535928569925
0.6806367005865281
0.8168615478346237
0.9519627091632457
1.0847747591343633
1.214151828945764
1.3393978524191175
1.460266565999972
1.5765312627697003
1.6879652358096744
1.7943417782012627
1.8954341830258385
1.991015743364771
2.0808597522994314
2.164739502911193
2.2424513270365094
2.314136284550895
2.3802008076569554
2.4410581548551025
2.4971215846457455
2.5488043555292945
2.596519726006161
2.6406809545767556
2.6817012997414875
2.719994020000768
2.7559528292493525
2.7897696703947537
2.8215174522884685
2.851267545285341
2.8790913197402137
2.9050601460079286
2.929245394443329
2.951718435401258
2.9725506392365575
2.99181337630407
3.0095769749514707
3.0259040624421956
3.0408538143909345
3.0544853901310143
3.0668579489957635
3.078030650318508
3.088062653432576
3.097013117671294
3.1049412023679905
3.1119060668559917
3.117966870468625
3.1231827725392187
3.127612932401099
3.1313165093875943
3.134352662832031
3.1367805520677363
3.138659336428038
3.140048175246263
3.1410062278557387
3.141592653589793
